distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name
4.43,Uber,1.54389E+12,Financial District,Fenway,36.5,1,8e46fa0e-6af8-46c3-a397-e3d1202f7234,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
4.43,Uber,1.54333E+12,Financial District,Fenway,20.5,1,91aca6a9-d049-4e9e-a1ff-6fcdb09df24c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
4.43,Uber,1.54321E+12,Financial District,Fenway,12.5,1,9f2a2774-9951-4b77-8320-bbb1e7c0e0d6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
4.43,Uber,1.54346E+12,Financial District,Fenway,12.5,1,a2ecc5c0-80ac-44e5-8979-04e386cd2a14,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
4.43,Uber,1.54351E+12,Financial District,Fenway,27,1,b4b7b524-aead-49e4-a93e-9c792fcf4203,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.4,Lyft,1.54327E+12,Fenway,Back Bay,7,1,2382ce6b-74f7-4879-b00b-80e2c995f779,lyft,Lyft
1.4,Lyft,1.54332E+12,Fenway,Back Bay,3,1,5cb71089-07a9-4ff9-9afb-54080d512da0,lyft_line,Shared
1.4,Lyft,1.54375E+12,Fenway,Back Bay,13.5,1,65a3dd83-4773-4172-93e2-2620dc42e92e,lyft_premier,Lux
1.4,Lyft,1.54492E+12,Fenway,Back Bay,16.5,1,9277e4fa-e696-415e-b2e0-94dfd395925d,lyft_lux,Lux Black
1.4,Lyft,1.54373E+12,Fenway,Back Bay,10.5,1,9799b1e2-f62a-45c9-8326-ccbba69994af,lyft_plus,Lyft XL
1.4,Lyft,1.54367E+12,Fenway,Back Bay,27.5,1,bac0c1d3-2bd0-4bd9-aabc-a18d1d5bf6bc,lyft_luxsuv,Lux Black XL
1.01,Lyft,1.54346E+12,North Station,North End,16.5,1,1a2cacd5-b9e8-4b2e-b27c-19e7144f10ee,lyft_lux,Lux Black
1.01,Lyft,1.54513E+12,North Station,North End,7,1,4d0ebe87-60d1-43ad-86e3-e06550857e1d,lyft,Lyft
1.01,Lyft,1.54512E+12,North Station,North End,5,1,6b5c1ecb-3216-445f-96f7-fc9694364a0a,lyft_line,Shared
1.01,Lyft,1.54321E+12,North Station,North End,13.5,1,8e5b8d23-f08a-4301-bfc4-26d624585214,lyft_premier,Lux
1.01,Lyft,1.54335E+12,North Station,North End,27.5,1,9afde07b-18e7-4889-94d7-1e15810d9b56,lyft_luxsuv,Lux Black XL
1.01,Lyft,1.54369E+12,North Station,North End,10.5,1,f8ab1b64-d303-4001-b554-4057ba0bfedf,lyft_plus,Lyft XL
2.84,Uber,1.54356E+12,Fenway,West End,11,1,00ffaa21-d3ce-40f6-bf8f-67eb843fca97,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.84,Uber,1.54469E+12,Fenway,West End,NA,1,2f942312-92c8-499b-91f0-20e6bd75fcc8,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.84,Uber,1.54372E+12,Fenway,West End,33.5,1,456b9321-925e-4b3e-8696-55d6230afc44,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.84,Uber,1.54343E+12,Fenway,West End,23,1,80a4247c-0c0f-4962-a8a6-33039e80baf9,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.84,Uber,1.5434E+12,Fenway,West End,11,1,8549feff-78ca-4861-b140-55a9a9b80af6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.84,Uber,1.54363E+12,Fenway,West End,9.5,1,c44669ec-ed1c-4bbe-9a1a-5ea9d9aa1919,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.84,Uber,1.54481E+12,Fenway,West End,17.5,1,d9f75f28-f115-4c5a-845c-a92c97362954,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.3,Uber,1.54347E+12,Theatre District,South Station,NA,1,24e94a16-2d9b-4e4c-84c6-daf63f0486ca,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.81,Uber,1.54354E+12,Theatre District,North End,29.5,1,2a3cc2d4-be1d-43a5-a0bc-4694f6174856,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.3,Uber,1.54342E+12,Theatre District,South Station,9.5,1,3750bc55-d7e0-4570-8769-e91e69bd6879,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.81,Uber,1.54344E+12,Theatre District,North End,15,1,5ad26487-dbb2-472c-a141-30d59ddb9b72,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.81,Uber,1.54346E+12,Theatre District,North End,NA,1,6c2dec25-7912-4ca1-a0fa-99c148cef8a3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.3,Uber,1.54388E+12,Theatre District,South Station,27,1,7eae79ec-6a4a-4a36-9eb4-1e95860493d1,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.81,Uber,1.54371E+12,Theatre District,North End,19.5,1,8b37f02d-9406-4980-b1bd-5a17ecf08985,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.3,Uber,1.54342E+12,Theatre District,South Station,17.5,1,90503e0c-7f58-46ba-8353-67fe00fe4c2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.81,Uber,1.54363E+12,Theatre District,North End,10,1,9761f55e-9ad2-4df9-b5d3-bcae8666eb24,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.3,Uber,1.54479E+12,Theatre District,South Station,14,1,ca2c2c86-bc3b-43c5-9d00-1facab7c439f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.81,Uber,1.54343E+12,Theatre District,North End,10.5,1,cbe688fa-4802-42a3-98bb-579e914d21fe,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.81,Uber,1.54361E+12,Theatre District,North End,10.5,1,d78aa5c3-6766-45a6-ab08-29a3975cd58f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.3,Uber,1.54501E+12,Theatre District,South Station,9.5,1,f77944e3-c2c0-4dce-bc44-0829b876c99a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.44,Lyft,1.54483E+12,Beacon Hill,Northeastern University,9,1,08bf3307-66e4-4d6d-b70d-dfe1aaa4e7b6,lyft,Lyft
2.44,Lyft,1.54387E+12,Beacon Hill,Northeastern University,30,1,1821e6cf-df10-4131-a021-6c08eb059b2e,lyft_luxsuv,Lux Black XL
2.44,Lyft,1.54381E+12,Beacon Hill,Northeastern University,3.5,1,30ceda38-1290-4074-a7b8-6c876c6a8eed,lyft_line,Shared
2.44,Lyft,1.54475E+12,Beacon Hill,Northeastern University,16.5,1,97564359-cf39-4e55-92c2-4376469f4778,lyft_premier,Lux
2.44,Lyft,1.54354E+12,Beacon Hill,Northeastern University,22.5,1,cf227713-d0f4-4613-a085-af6168b2329c,lyft_lux,Lux Black
2.44,Lyft,1.54487E+12,Beacon Hill,Northeastern University,13.5,1,de12d4c1-44de-4a7b-98c0-c574579774dd,lyft_plus,Lyft XL
3.04,Lyft,1.54384E+12,West End,Boston University,7,1,1aa247fd-d022-409d-93b1-b387285df306,lyft_line,Shared
3.04,Lyft,1.54333E+12,West End,Boston University,16.5,1,21f24a6d-ae97-4c0f-b43e-f2247075c8a2,lyft_plus,Lyft XL
3.04,Lyft,1.54488E+12,West End,Boston University,32.5,1,81ea313a-7bd7-4f41-a769-c6e9ef260d18,lyft_luxsuv,Lux Black XL
3.04,Lyft,1.5439E+12,West End,Boston University,19.5,1,bdd34064-e66f-44f9-8529-b61f38af4520,lyft_premier,Lux
3.04,Lyft,1.54493E+12,West End,Boston University,10.5,1,c27bdecb-bf4b-415c-830e-a4da428f8369,lyft,Lyft
3.04,Lyft,1.54361E+12,West End,Boston University,22.5,1,f1d37582-0af0-49ca-a209-d19970fdf230,lyft_lux,Lux Black
2.59,Uber,1.54371E+12,Beacon Hill,Northeastern University,15,1,362a3b01-e16d-4d4b-aef9-28c0d9986468,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.59,Uber,1.54508E+12,Beacon Hill,Northeastern University,11,1,64b25bd3-0d02-4b74-a1b3-87122b146117,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.59,Uber,1.54334E+12,Beacon Hill,Northeastern University,NA,1,7044955a-f7a3-4304-87e3-3ee5e3831cbf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.59,Uber,1.54479E+12,Beacon Hill,Northeastern University,21.5,1,819daf9d-bc12-4a3a-a6db-fbb655e3dd2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.59,Uber,1.54381E+12,Beacon Hill,Northeastern University,15,1,9714c324-f07a-45a8-82bb-2d411189ca42,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.59,Uber,1.54359E+12,Beacon Hill,Northeastern University,23.5,1,b20829b7-7020-48ce-ab21-36f4f37f3cc7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.59,Uber,1.54377E+12,Beacon Hill,Northeastern University,35,1,fe0c35f5-ec15-4462-aea3-9d4dc67e5417,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
0.71,Lyft,1.54346E+12,West End,Haymarket Square,7,1,1247e641-cfd2-4aa2-a8c7-f62879fcd5f0,lyft,Lyft
0.71,Lyft,1.54344E+12,West End,Haymarket Square,11,1,3b6f5700-218a-497c-94fd-9e70481bf970,lyft_premier,Lux
0.71,Lyft,1.54342E+12,West End,Haymarket Square,16.5,1,75d59a63-af1a-4058-838e-c7c86c272d49,lyft_lux,Lux Black
0.71,Lyft,1.54502E+12,West End,Haymarket Square,5,1,b7edd0e6-1d3c-4f13-9f61-aa469fa49add,lyft_line,Shared
0.71,Lyft,1.54344E+12,West End,Haymarket Square,26,1,bb9d946d-c71c-45f6-b7b1-2c5eda01f413,lyft_luxsuv,Lux Black XL
0.71,Lyft,1.54507E+12,West End,Haymarket Square,9,1,f6716f15-473f-4e42-9647-eed829aee696,lyft_plus,Lyft XL
3.25,Lyft,1.54472E+12,Northeastern University,West End,38,1,2259301b-e7f4-42c1-83c4-5a889a732df4,lyft_luxsuv,Lux Black XL
3.25,Lyft,1.54363E+12,Northeastern University,West End,22.5,1,26f760c4-0a39-4739-8bb3-e9d1aa46ae41,lyft_premier,Lux
3.25,Lyft,1.54491E+12,Northeastern University,West End,7,1,338d5827-2c88-4b26-a777-e9b222479aff,lyft_line,Shared
3.25,Lyft,1.54324E+12,Northeastern University,West End,11,1,823ebce8-b86c-46bf-978d-57d849531ead,lyft,Lyft
3.25,Lyft,1.54361E+12,Northeastern University,West End,19.5,1,9bac1350-553b-4a41-b003-d1336d444394,lyft_plus,Lyft XL
3.25,Lyft,1.54509E+12,Northeastern University,West End,26,1,acf9af4c-c4a5-4bc5-a721-3b05f4ea456c,lyft_lux,Lux Black
2.66,Uber,1.54514E+12,Fenway,Theatre District,8.5,1,087b6d2b-f3ca-4b3e-8ac7-39fb66eecf84,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.66,Uber,1.54511E+12,Fenway,Theatre District,18,1,32406515-ef55-4177-9f17-87079e80d16f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.66,Uber,1.54329E+12,Fenway,Theatre District,10.5,1,50395c26-19a2-4811-a09d-e4dc2296fc6c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.66,Uber,1.54389E+12,Fenway,Theatre District,23,1,52c830f8-5056-4984-83ae-30474f75a0ef,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.66,Uber,1.54336E+12,Fenway,Theatre District,NA,1,6bf68853-be5d-4ef3-ae89-be62f8fbd8e7,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.66,Uber,1.54329E+12,Fenway,Theatre District,33,1,a06f847d-79cf-4c89-a570-32c97835a011,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.66,Uber,1.54501E+12,Fenway,Theatre District,10.5,1,ecc0338e-4cde-4e67-9114-671ab97544ba,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
3.26,Uber,1.54387E+12,North Station,Northeastern University,10.5,1,1e89a2cc-dd22-40be-bdb5-d8003ff8c76f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
3.26,Uber,1.54343E+12,North Station,Northeastern University,32,1,6a9970a9-6282-4875-b631-e1086f902e65,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.26,Uber,1.54504E+12,North Station,Northeastern University,23,1,b4a097c3-d176-4380-9dcc-f15e695eeae5,6c84fd89-3f11-4782-9b50-97c468b19529,Black
3.26,Uber,1.54342E+12,North Station,Northeastern University,10.5,1,db3456a2-b210-420c-ab31-25db5652d6b6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.39,Lyft,1.54345E+12,Back Bay,Haymarket Square,22.5,1,187979d5-cd32-4e57-aeba-0c41579c6775,lyft_lux,Lux Black
2.39,Lyft,1.54335E+12,Back Bay,Haymarket Square,27.5,1,3e42c6d9-e382-4573-8dfb-f10fc10944f8,lyft_luxsuv,Lux Black XL
2.39,Lyft,1.54334E+12,Back Bay,Haymarket Square,16.5,1,debbfa7e-5790-440c-adb0-0afcabed91af,lyft_premier,Lux
2.39,Lyft,1.54383E+12,Back Bay,Haymarket Square,13.5,1,e5d19b33-56e8-423d-b3f7-0ee064595574,lyft_plus,Lyft XL
3.28,Lyft,1.54476E+12,Northeastern University,Financial District,38.5,1,a3728af5-8b73-4fc2-8b6d-2d76a05dad47,lyft_luxsuv,Lux Black XL
2.81,Uber,1.54346E+12,Theatre District,Northeastern University,9.5,1,1420e1a0-20c7-4ea2-9990-e62c134ee506,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.81,Uber,1.54388E+12,Theatre District,Northeastern University,21.5,1,26838f2a-bdb0-4754-90fe-cc4f869ac060,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.81,Uber,1.54513E+12,Theatre District,Northeastern University,9.5,1,3830a2a4-6178-4699-959d-f8fed3787613,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.81,Uber,1.54501E+12,Theatre District,Northeastern University,30.5,1,5a870308-1339-436a-a498-94505c27e4a3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.81,Uber,1.5438E+12,Theatre District,Northeastern University,17,1,9d0a37a2-8212-4dba-9041-340ddbb52a64,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.81,Uber,1.5434E+12,Theatre District,Northeastern University,NA,1,d26ad498-f7ea-45ae-ae72-3e0c67f8b90e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.81,Uber,1.54366E+12,Theatre District,Northeastern University,9.5,1,ea3331b6-3978-4760-af96-2d8a1d9a9f6c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.4,Uber,1.54326E+12,Boston University,Back Bay,7.5,1,05e0d530-3b4c-4e39-8710-4ab1c6e482a9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.4,Uber,1.5451E+12,Boston University,Back Bay,7.5,1,0b50bd4f-188d-430a-b934-cfad0bc27199,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.4,Uber,1.54441E+12,Boston University,Back Bay,6.5,1,0d64bd34-4fcf-4a38-91e8-3d3a0230f64f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.4,Uber,1.54345E+12,Boston University,Back Bay,26.5,1,54d8c73f-b50f-4ea2-be4d-4271386c5aef,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.4,Uber,1.54512E+12,Boston University,Back Bay,NA,1,791f4509-2f71-4307-b958-f78bd292332d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.4,Uber,1.545E+12,Boston University,Back Bay,11.5,1,87b795a4-bd29-4f16-bda8-7acae4157d55,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.4,Uber,1.54345E+12,Boston University,Back Bay,17,1,90539478-06b1-453a-bb9b-dfa6ab3eb606,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.08,Lyft,1.54385E+12,Theatre District,South Station,34,1.25,157ab8b3-07a5-4b3b-a2b9-4d3d6f9206c5,lyft_luxsuv,Lux Black XL
1.08,Lyft,1.54371E+12,Theatre District,South Station,7,1,4674d9ad-2d6c-4315-94b2-9562e67375b5,lyft_line,Shared
1.08,Lyft,1.5447E+12,Theatre District,South Station,9,1.25,8bc00ba0-9ccc-4038-aa80-14ec69433988,lyft,Lyft
1.08,Lyft,1.5451E+12,Theatre District,South Station,13.5,1.25,b4c3be54-c6f4-40b6-8c38-ea7640dd60fa,lyft_plus,Lyft XL
1.08,Lyft,1.54498E+12,Theatre District,South Station,19.5,1.25,c4adda82-6f50-47b4-a316-2aa415057e0a,lyft_lux,Lux Black
1.08,Lyft,1.54335E+12,Theatre District,South Station,16.5,1.25,ef413b70-21c2-493e-a86f-70abff25a2ee,lyft_premier,Lux
3.18,Lyft,1.54493E+12,Boston University,Theatre District,16.5,1,2e6e999f-b958-4c93-8f71-bee68438ab07,lyft_plus,Lyft XL
3.18,Lyft,1.5449E+12,Boston University,Theatre District,27.5,1,4fddffaf-03da-4a20-be0e-c5b410fb34ce,lyft_lux,Lux Black
3.18,Lyft,1.54333E+12,Boston University,Theatre District,7,1,7d3dae80-9331-452c-a4b8-c360af2a24b5,lyft_line,Shared
3.18,Lyft,1.54494E+12,Boston University,Theatre District,10.5,1,8991d26a-dcfe-46af-b3d6-1cd28dad6faf,lyft,Lyft
3.18,Lyft,1.54325E+12,Boston University,Theatre District,32.5,1,963bd0ff-422e-4f4a-ab63-2e4634b40f6f,lyft_luxsuv,Lux Black XL
3.18,Lyft,1.54336E+12,Boston University,Theatre District,22.5,1,da35d202-c0d4-439f-90d7-b018c900fdd9,lyft_premier,Lux
1.08,Lyft,1.54385E+12,North End,North Station,5,1,1342e497-298f-44ee-a8de-e05d08fa2de3,lyft_line,Shared
1.08,Lyft,1.54484E+12,North End,North Station,27.5,1,5c3d9014-ebd4-4a66-a64b-4ff71c09f914,lyft_luxsuv,Lux Black XL
1.08,Lyft,1.54346E+12,North End,North Station,7,1,66f67f53-e9ff-43ba-bf2a-beab67412564,lyft,Lyft
1.08,Lyft,1.54373E+12,North End,North Station,10.5,1,74f1fc20-79c6-4311-b281-59112e8da055,lyft_plus,Lyft XL
1.08,Lyft,1.54388E+12,North End,North Station,13.5,1,d7b3a417-16e8-4c38-91c1-dcdc238c9741,lyft_premier,Lux
1.08,Lyft,1.54328E+12,North End,North Station,16.5,1,ec628d6d-3b88-496e-b1b0-c5e9ecf0e0d8,lyft_lux,Lux Black
2.63,Uber,1.54384E+12,Beacon Hill,Northeastern University,NA,1,0b66e22d-e78d-462d-8f5f-fce8d35a5c1e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
2.63,Uber,1.54362E+12,Beacon Hill,Northeastern University,11.5,1,139af26b-5960-47e1-b50b-0d88937565e0,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
2.63,Uber,1.54362E+12,Beacon Hill,Northeastern University,19.5,1,36a6e8f1-e28b-4a4f-9d32-04e322fcff95,6c84fd89-3f11-4782-9b50-97c468b19529,Black
2.63,Uber,1.54498E+12,Beacon Hill,Northeastern University,11.5,1,600e4983-be71-4652-9fa0-0ab00ae61f0f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
2.63,Uber,1.54332E+12,Beacon Hill,Northeastern University,18,1,b3933462-3f44-47f8-9cc5-d2a389fdd837,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
2.63,Uber,1.54484E+12,Beacon Hill,Northeastern University,9,1,d3b57027-b5c1-41a6-b143-e346f9f34849,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.63,Uber,1.54475E+12,Beacon Hill,Northeastern University,31.5,1,db354933-f193-4882-b35f-02a2d781a623,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
3.14,Lyft,1.54369E+12,West End,Boston University,32.5,1,08a6ef78-84cc-4044-a50c-d9f8cfa9c7d6,lyft_luxsuv,Lux Black XL
3.14,Lyft,1.54468E+12,West End,Boston University,7,1,0bce686d-d33f-4e0e-a1c3-eedfb9727746,lyft_line,Shared
3.14,Lyft,1.54379E+12,West End,Boston University,19.5,1,2f51d7de-585d-4347-8f06-ddda6d8e1c59,lyft_premier,Lux
3.14,Lyft,1.54493E+12,West End,Boston University,16.5,1,5bfc70bc-7cd6-481f-ae7e-a9b858dbbd41,lyft_plus,Lyft XL
3.14,Lyft,1.54499E+12,West End,Boston University,27.5,1,c3f7a4ba-9f11-40fa-b6b5-0822f1a36909,lyft_lux,Lux Black
3.14,Lyft,1.54494E+12,West End,Boston University,10.5,1,e8632d8e-9fe4-4196-8108-85b117f7678a,lyft,Lyft
1.79,Uber,1.54389E+12,Back Bay,Haymarket Square,8.5,1,2912460b-f1f0-4f6a-bb80-c28742d710ff,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.79,Uber,1.54336E+12,Back Bay,Haymarket Square,NA,1,317a7023-46ad-428a-98ce-462640202603,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi
1.79,Uber,1.54344E+12,Back Bay,Haymarket Square,8.5,1,428891d0-57ff-43b5-9885-e04b78f8326a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.79,Uber,1.54483E+12,Back Bay,Haymarket Square,8.5,1,6013acd2-70ce-4c1e-b191-5773c50ebe46,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
1.79,Uber,1.54345E+12,Back Bay,Haymarket Square,13.5,1,773d6886-0c62-47de-9f98-62c6bf8f85b4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL
1.79,Uber,1.54377E+12,Back Bay,Haymarket Square,18,1,99ec11ff-6c55-4d7a-8911-e410084a7574,6c84fd89-3f11-4782-9b50-97c468b19529,Black
1.79,Uber,1.54365E+12,Back Bay,Haymarket Square,28.5,1,d14773fc-a25c-4821-a258-7c209419718c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
2.16,Lyft,1.54332E+12,Back Bay,South Station,19.5,1,65b60377-9cd1-4aa9-a0c2-dd0246cdfcf0,lyft_premier,Lux
2.16,Lyft,1.54516E+12,Back Bay,South Station,7,1,a3247e6e-d350-40a0-aa20-5a551679e461,lyft_line,Shared
2.16,Lyft,1.54335E+12,Back Bay,South Station,16.5,1,b874b85e-cec7-4008-9424-b6f295523504,lyft_plus,Lyft XL
2.16,Lyft,1.54359E+12,Back Bay,South Station,32.5,1,ecada3c3-4102-4685-ac0e-98c2a45cc134,lyft_luxsuv,Lux Black XL
2.16,Lyft,1.5435E+12,Back Bay,South Station,22.5,1,f78f5477-2e5a-40ec-bfa0-6b20050c91cb,lyft_lux,Lux Black
2.16,Lyft,1.54355E+12,Back Bay,South Station,10.5,1,fb84c0b7-4b37-498a-add1-2481b9a2ca89,lyft,Lyft
1.39,Lyft,1.54515E+12,Haymarket Square,Beacon Hill,27.5,1,2ca15ba3-87db-48cd-9fb5-2c14c418db97,lyft_luxsuv,Lux Black XL
1.39,Lyft,1.54333E+12,Haymarket Square,Beacon Hill,16.5,1,97584d72-fdb6-493b-bf6a-f8d8a3611146,lyft_lux,Lux Black
1.39,Lyft,1.54486E+12,Haymarket Square,Beacon Hill,5,1,c85377ac-c371-4d14-91ee-bc587d688293,lyft_line,Shared
1.39,Lyft,1.54493E+12,Haymarket Square,Beacon Hill,7,1,e63fbe37-7d55-44e1-8b8f-9b5f6f6ab2d7,lyft,Lyft
1.39,Lyft,1.54472E+12,Haymarket Square,Beacon Hill,13.5,1,f2bd5803-5548-424f-8e89-b17391fb40e4,lyft_premier,Lux
1.39,Lyft,1.54332E+12,Haymarket Square,Beacon Hill,10.5,1,f3f022d6-19d5-4717-8d16-bdb742d139cc,lyft_plus,Lyft XL
1.97,Uber,1.54326E+12,Northeastern University,Beacon Hill,9,1,03153859-9435-46fb-aa55-06c0dc6d7130,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
1.97,Uber,1.54347E+12,Northeastern University,Beacon Hill,9,1,997b48ef-a4eb-4f0b-ad60-66aec8e342e4,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV
1.97,Uber,1.54345E+12,Northeastern University,Beacon Hill,28.5,1,9d60e371-164b-483e-8e35-d3a5a76e8c7f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV
1.97,Uber,1.5448E+12,Northeastern University,Beacon Hill,8.5,1,c4c9c22e-03b8-4591-8840-0c7b0a213aac,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool
2.92,Lyft,1.54471E+12,Northeastern University,Theatre District,19.5,1,661348f7-da1d-4e0d-adef-d2418a0336be,lyft_plus,Lyft XL
2.92,Lyft,1.54322E+12,Northeastern University,Theatre District,11,1,cfb7b18e-453c-488f-b218-c54fcb6ffde9,lyft,Lyft
2.92,Lyft,1.54486E+12,Northeastern University,Theatre District,7,1,d1b935cd-1fce-4a78-9d4d-95e055b11e63,lyft_line,Shared
2.92,Lyft,1.5451E+12,Northeastern University,Theatre District,26,1,e5d57041-d405-4ce9-8307-7aca0030167b,lyft_lux,Lux Black
2.92,Lyft,1.54371E+12,Northeastern University,Theatre District,34,1,efe76b74-fc85-44c4-b0f0-09c1b5e9507f,lyft_luxsuv,Lux Black XL
2.92,Lyft,1.54385E+12,Northeastern University,Theatre District,22.5,1,fea0a0db-2642-422e-bced-b206484f8d7a,lyft_premier,Lux
1.76,Lyft,1.54337E+12,North End,Theatre District,7,1,19abfaa2-9090-446b-9d42-fa0978b90a87,lyft_line,Shared
1.76,Lyft,1.54354E+12,North End,Theatre District,16.5,1,1b88f227-619a-4ae0-abe0-b2627fa5b223,lyft_premier,Lux
1.76,Lyft,1.54473E+12,North End,Theatre District,22.5,1,6c3b9fd3-c211-42ff-ba78-dc58348ef55d,lyft_lux,Lux Black
1.76,Lyft,1.54503E+12,North End,Theatre District,13.5,1,8519b7f2-3b14-49b8-ba51-1c1f581ef423,lyft_plus,Lyft XL
1.76,Lyft,1.54345E+12,North End,Theatre District,27.5,1,93a17a2b-65cc-4207-8ae2-446ce09e8d3e,lyft_luxsuv,Lux Black XL
1.76,Lyft,1.54497E+12,North End,Theatre District,9,1,e05f78ae-9616-4039-8a4e-63a8d343a20b,lyft,Lyft
1.02,Lyft,1.54503E+12,North Station,North End,10.5,1,027cb68c-53e8-42b5-a894-d125a2d1f468,lyft_plus,Lyft XL
1.02,Lyft,1.54476E+12,North Station,North End,16.5,1,08325f16-d0fb-4bb9-98f0-287141f06538,lyft_lux,Lux Black
1.02,Lyft,1.54491E+12,North Station,North End,10.5,1,0a44d147-7a47-46e5-9e73-792aad8611ae,lyft_premier,Lux
1.02,Lyft,1.54384E+12,North Station,North End,27.5,1,1b67b9ed-0f83-4026-af7b-8d2d3af75327,lyft_luxsuv,Lux Black XL
1.02,Lyft,1.54365E+12,North Station,North End,3,1,5f0896ba-2e63-490a-b625-c5f394cdd954,lyft_line,Shared
1.02,Lyft,1.5438E+12,North Station,North End,7,1,8c53d3d5-154a-460b-afb6-aefebb5c851f,lyft,Lyft
3.07,Uber,1.54342E+12,North Station,Fenway,11,1,0c1d4786-6d71-4bcc-a9c4-44e69acd7f5c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX
